Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,Age,AgeInt,m(x),q(x),l(x),d(x),L(x),T(x),e(x),e(x)Orig
MYS,20,0,0,0,1,1497.03,2011,2011,4,1,55,5,0.01444,0.06968,85305,5944,411665,1758007,20.61,20.68
MYS,20,0,0,0,1,1497.03,2011,2011,4,1,60,5,0.02039,0.097,79361,7698,377560,1346342,16.96,17.04
MYS,20,0,0,0,1,1497.03,2011,2011,4,1,65,5,0.03223,0.14914,71663,10688,331595,968782,13.52,13.6
MYS,20,0,0,0,1,1497.03,2011,2011,4,1,70,5,0.05147,0.22801,60975,13903,270118,637187,10.45,10.55
MYS,20,0,0,0,1,1497.03,2011,2011,4,1,75,5,0.08092,0.33651,47072,15840,195760,367070,7.8,7.93
MYS,20,0,0,0,1,1497.03,2011,2011,4,1,80,99,0.18231,1,31232,31232,171310,171310,5.49,5.68
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,0,1,0.00604,0.00601,100000,601,99440,7574561,75.75,75.98
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,1,4,0.00028,0.00111,99399,110,397323,7475121,75.2,75.44
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,5,5,0.00018,0.00088,99289,87,496228,7077798,71.28,71.52
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,10,5,0.00025,0.00126,99202,125,495698,6581571,66.35,66.58
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,15,5,0.00039,0.00196,99077,194,494900,6085873,61.43,61.66
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,20,5,0.00058,0.00287,98883,284,493705,5590973,56.54,56.78
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,25,5,0.00082,0.00407,98599,401,491992,5097268,51.7,51.94
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,30,5,0.00096,0.00479,98198,470,489815,4605276,46.9,47.14
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,35,5,0.00127,0.00632,97728,618,487095,4115461,42.11,42.35
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,40,5,0.0019,0.00946,97110,919,483252,3628366,37.36,37.61
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,45,5,0.00323,0.01601,96191,1540,477105,3145113,32.7,32.94
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,50,5,0.00516,0.02545,94651,2409,467232,2668008,28.19,28.44
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,55,5,0.00751,0.03688,92242,3402,452705,2200776,23.86,24.12
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,60,5,0.01229,0.05964,88840,5298,430955,1748071,19.68,19.94
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,65,5,0.01919,0.09157,83542,7650,398585,1317116,15.77,16.05
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,70,5,0.03264,0.15089,75892,11451,350832,918531,12.1,12.42
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,75,5,0.06273,0.27112,64441,17471,278528,567698,8.81,9.18
MYS,20,0,0,0,1,1497.03,2011,2011,4,2,80,99,0.16243,1,46970,46970,289171,289171,6.16,6.66
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,0,1,0.00758,0.00753,100000,753,99302,7017733,70.18,70.24
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,1,4,0.00036,0.00145,99247,144,396647,6918432,69.71,69.77
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,5,5,0.00034,0.00169,99103,167,495098,6521785,65.81,65.87
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,10,5,0.00045,0.00224,98936,222,494125,6026688,60.92,60.98
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,15,5,0.00142,0.00706,98714,697,491828,5532563,56.05,56.11
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,20,5,0.00144,0.00715,98017,701,488332,5040735,51.43,51.49
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,25,5,0.0016,0.00798,97316,777,484638,4552403,46.78,46.84
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,30,5,0.00226,0.01123,96539,1084,479985,4067765,42.14,42.2
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,35,5,0.00282,0.01399,95455,1335,473938,3587780,37.59,37.65
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,40,5,0.00405,0.02004,94120,1886,465885,3113843,33.08,33.15
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,45,5,0.00589,0.02903,92234,2678,454475,2647958,28.71,28.78
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,50,5,0.00974,0.04756,89556,4259,437132,2193483,24.49,24.56
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,55,5,0.01461,0.07047,85297,6011,411458,1756350,20.59,20.67
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,60,5,0.02047,0.09736,79286,7719,377132,1344893,16.96,17.04
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,65,5,0.03202,0.14825,71567,10610,331310,967760,13.52,13.61
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,70,5,0.053,0.23398,60957,14263,269128,636450,10.44,10.54
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,75,5,0.07845,0.32792,46694,15312,195190,367323,7.87,8
MYS,20,0,0,0,1,1497.21,2012,2012,4,1,80,99,0.18231,1,31382,31382,172133,172133,5.49,5.69
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,0,1,0.00555,0.00552,100000,552,99485,7600053,76,76.3
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,1,4,0.00032,0.00127,99448,126,397479,7500569,75.42,75.72
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,5,5,0.00012,6e-04,99322,60,496460,7103090,71.52,71.82
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,10,5,3e-04,0.00149,99262,148,495940,6606630,66.56,66.86
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,15,5,4e-04,0.00199,99114,197,495078,6110690,61.65,61.95
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,20,5,6e-04,0.00298,98917,295,493848,5615612,56.77,57.07
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,25,5,8e-04,0.00401,98622,395,492122,5121765,51.93,52.24
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,30,5,0.00092,0.00457,98227,449,490012,4629642,47.13,47.44
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,35,5,0.00132,0.0066,97778,645,487278,4139630,42.34,42.64
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,40,5,0.0019,0.00946,97133,919,483368,3652352,37.6,37.91
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,45,5,0.00317,0.01573,96214,1513,477288,3168985,32.94,33.25
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,50,5,0.00528,0.02605,94701,2467,467338,2691697,28.42,28.74
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,55,5,0.00743,0.03647,92234,3364,452760,2224360,24.12,24.44
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,60,5,0.01189,0.05775,88870,5132,431520,1771600,19.93,20.27
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,65,5,0.01778,0.08512,83738,7128,400870,1340080,16,16.36
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,70,5,0.03222,0.14909,76610,11422,354495,939210,12.26,12.65
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,75,5,0.05783,0.25262,65188,16468,284770,584715,8.97,9.43
MYS,20,0,0,0,1,1497.21,2012,2012,4,2,80,99,0.16243,1,48720,48720,299945,299945,6.16,6.77
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,0,1,0.0075,0.00745,100000,745,99309,7016649,70.17,70.25
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,1,4,0.00037,0.00149,99255,148,396669,6917340,69.69,69.77
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,5,5,0.00036,0.0018,99107,178,495090,6520671,65.79,65.87
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,10,5,0.00055,0.00275,98929,272,493965,6025581,60.91,60.99
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,15,5,0.00147,0.00734,98657,724,491475,5531616,56.07,56.15
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,20,5,0.00138,0.00686,97933,672,487985,5040141,51.47,51.55
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,25,5,0.00167,0.00834,97261,811,484278,4552156,46.8,46.88
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,30,5,0.00229,0.01136,96450,1096,479510,4067879,42.18,42.26
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,35,5,0.00282,0.01398,95354,1333,473438,3588369,37.63,37.72
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,40,5,0.00423,0.02094,94021,1969,465182,3114931,33.13,33.21
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,45,5,0.00616,0.03032,92052,2791,453282,2649749,28.79,28.87
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,50,5,0.00963,0.04704,89261,4199,435808,2196466,24.61,24.7
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,55,5,0.01432,0.0691,85062,5878,410615,1760659,20.7,20.79
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,60,5,0.02004,0.09544,79184,7557,377028,1350044,17.05,17.15
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,65,5,0.03038,0.14119,71627,10113,332852,973016,13.58,13.7
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,70,5,0.05774,0.2523,61514,15520,268770,640164,10.41,10.54
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,75,5,0.0711,0.30184,45994,13883,195262,371394,8.07,8.25
MYS,20,0,0,0,1,1497.39,2013,2013,4,1,80,99,0.18231,1,32111,32111,176131,176131,5.49,5.73
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,0,1,0.00625,0.00621,100000,621,99422,7603442,76.03,76.38
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,1,4,0.00035,0.0014,99379,139,397170,7504020,75.51,75.86
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,5,5,8e-05,0.00042,99240,42,496095,7106850,71.61,71.96
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,10,5,0.00032,0.00162,99198,161,495588,6610755,66.64,66.99
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,15,5,4e-04,0.00202,99037,200,494685,6115167,61.75,62.1
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,20,5,0.00065,0.00323,98837,319,493388,5620482,56.87,57.22
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,25,5,0.00083,0.00413,98518,407,491572,5127095,52.04,52.4
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,30,5,0.00095,0.00474,98111,465,489392,4635522,47.25,47.6
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,35,5,0.00136,0.0068,97646,664,486570,4146130,42.46,42.82
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,40,5,0.00203,0.0101,96982,980,482460,3659560,37.73,38.09
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,45,5,0.00319,0.0158,96002,1517,476218,3177100,33.09,33.46
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,50,5,0.00538,0.02657,94485,2510,466150,2700882,28.59,28.95
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,55,5,0.0075,0.0368,91975,3385,451412,2234732,24.3,24.68
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,60,5,0.01145,0.05565,88590,4930,430625,1783320,20.13,20.52
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,65,5,0.01596,0.07675,83660,6421,402248,1352695,16.17,16.59
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,70,5,0.03501,0.16094,77239,12431,355118,950447,12.31,12.76
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,75,5,0.05137,0.22763,64808,14752,287160,595330,9.19,9.72
MYS,20,0,0,0,1,1497.39,2013,2013,4,2,80,99,0.16243,1,50056,50056,308170,308170,6.16,6.85
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,0,1,0.00636,0.00632,100000,632,99412,7027826,70.28,70.36
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,1,4,0.00039,0.00157,99368,156,397103,6928415,69.72,69.8
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,5,5,0.00035,0.00173,99212,172,495630,6531312,65.83,65.91
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,10,5,0.00038,0.0019,99040,188,494730,6035682,60.94,61.02
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,15,5,0.00125,0.00624,98852,617,492718,5540952,56.05,56.13
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,20,5,0.00134,0.00666,98235,654,489540,5048234,51.39,51.46
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,25,5,0.00148,0.00737,97581,719,486108,4558694,46.72,46.79
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,30,5,0.00234,0.01165,96862,1128,481490,4072587,42.05,42.12
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,35,5,0.00303,0.01504,95734,1440,475070,3591097,37.51,37.59
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,40,5,0.0043,0.02127,94294,2006,466455,3116027,33.05,33.12
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,45,5,0.00669,0.03289,92288,3035,453852,2649572,28.71,28.79
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,50,5,0.00971,0.04738,89253,4229,435692,2195719,24.6,24.68
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,55,5,0.01446,0.06977,85024,5932,410290,1760027,20.7,20.79
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,60,5,0.0212,0.10065,79092,7961,375558,1349737,17.07,17.16
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,65,5,0.03029,0.14077,71131,10013,330622,974179,13.7,13.8
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,70,5,0.05188,0.22964,61118,14035,270502,643557,10.53,10.65
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,75,5,0.07642,0.32082,47083,15105,197652,373054,7.92,8.07
MYS,20,0,0,0,1,1498.03,2014,2014,4,1,80,99,0.18231,1,31978,31978,175402,175402,5.49,5.7
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,0,1,0.00569,0.00566,100000,566,99472,7582288,75.82,76.1
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,1,4,0.00035,0.00142,99434,141,397386,7482816,75.25,75.53
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,5,5,0.00023,0.00116,99293,115,496178,7085430,71.36,71.63
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,10,5,0.00033,0.00165,99178,164,495480,6589253,66.44,66.71
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,15,5,0.00044,0.00221,99014,219,494522,6093773,61.54,61.82
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,20,5,0.00056,0.00281,98795,278,493280,5599250,56.68,56.95
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,25,5,0.00074,0.00367,98517,362,491680,5105970,51.83,52.1
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,30,5,0.00093,0.00462,98155,453,489642,4614290,47.01,47.29
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,35,5,0.00142,0.00708,97702,692,486780,4124648,42.22,42.49
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,40,5,0.00179,0.00893,97010,866,482885,3637868,37.5,37.78
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,45,5,0.00326,0.01618,96144,1556,476830,3154983,32.82,33.1
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,50,5,0.00523,0.02581,94588,2441,466838,2678153,28.31,28.6
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,55,5,0.00779,0.03822,92147,3522,451930,2211315,24,24.29
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,60,5,0.01224,0.05937,88625,5262,429970,1759385,19.85,20.16
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,65,5,0.01839,0.08792,83363,7329,398492,1329415,15.95,16.27
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,70,5,0.0319,0.14772,76034,11232,352090,930923,12.24,12.6
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,75,5,0.05896,0.25694,64802,16650,282385,578833,8.93,9.35
MYS,20,0,0,0,1,1498.03,2014,2014,4,2,80,99,0.16243,1,48152,48152,296448,296448,6.16,6.7
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,0,1,0.00659,0.00655,100000,655,99391,7031474,70.31,70.39
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,1,4,0.00036,0.00145,99345,144,397039,6932084,69.78,69.85
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,5,5,0.00031,0.00157,99201,156,495615,6535045,65.88,65.95
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,10,5,4e-04,0.00202,99045,200,494725,6039430,60.98,61.05
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,15,5,0.0013,0.00647,98845,640,492625,5544705,56.09,56.17
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,20,5,0.00136,0.00677,98205,665,489362,5052080,51.44,51.52
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,25,5,0.0014,0.00697,97540,680,486000,4562717,46.78,46.85
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,30,5,0.00218,0.01086,96860,1052,481670,4076717,42.09,42.16
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,35,5,0.00302,0.01497,95808,1434,475455,3595047,37.52,37.6
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,40,5,0.00439,0.02171,94374,2049,466748,3119592,33.06,33.13
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,45,5,0.00677,0.03331,92325,3075,453938,2652845,28.73,28.81
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,50,5,0.01006,0.04909,89250,4381,435298,2198907,24.64,24.72
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,55,5,0.0146,0.07044,84869,5978,409400,1763610,20.78,20.86
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,60,5,0.02094,0.09949,78891,7849,374832,1354210,17.17,17.25
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,65,5,0.02958,0.13772,71042,9784,330750,979377,13.79,13.88
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,70,5,0.05043,0.22394,61258,13718,271995,648627,10.59,10.7
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,75,5,0.07645,0.32093,47540,15257,199558,376632,7.92,8.07
MYS,20,0,0,0,1,1495.03,2015,2015,4,1,80,99,0.18231,1,32283,32283,177075,177075,5.49,5.7
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,0,1,0.00506,0.00504,100000,504,99529,7585315,75.85,76.15
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,1,4,0.00036,0.00143,99496,142,397631,7485786,75.24,75.54
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,5,5,2e-04,0.00099,99354,98,496525,7088155,71.34,71.64
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,10,5,0.00026,0.00132,99256,131,495952,6591630,66.41,66.71
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,15,5,0.00039,0.00196,99125,194,495140,6095678,61.49,61.8
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,20,5,0.00053,0.00265,98931,262,494000,5600538,56.61,56.91
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,25,5,0.00064,0.00318,98669,314,492560,5106538,51.75,52.06
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,30,5,0.00104,0.00519,98355,510,490500,4613978,46.91,47.22
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,35,5,0.00156,0.00776,97845,759,487328,4123478,42.14,42.45
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,40,5,0.00205,0.0102,97086,990,482955,3636150,37.45,37.76
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,45,5,0.00295,0.01463,96096,1406,476965,3153195,32.81,33.12
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,50,5,0.00536,0.02644,94690,2504,467190,2676230,28.26,28.58
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,55,5,0.00838,0.04105,92186,3784,451470,2209040,23.96,24.29
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,60,5,0.01235,0.05991,88402,5296,428770,1757570,19.88,20.22
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,65,5,0.0192,0.09162,83106,7614,396495,1328800,15.99,16.35
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,70,5,0.03095,0.14362,75492,10842,350355,932305,12.35,12.75
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,75,5,0.05687,0.24894,64650,16094,283015,581950,9,9.47
MYS,20,0,0,0,1,1495.03,2015,2015,4,2,80,99,0.16243,1,48556,48556,298935,298935,6.16,6.77
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,0,1,0.00634,0.0063,100000,630,99413,7015030,70.15,70.23
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,1,4,0.00037,0.00148,99370,147,397132,6915617,69.59,69.67
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,5,5,3e-04,0.00149,99223,148,495745,6518485,65.7,65.77
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,10,5,0.00037,0.00183,99075,181,494922,6022740,60.79,60.87
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,15,5,0.00132,0.00658,98894,651,492842,5527817,55.9,55.98
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,20,5,0.00131,0.00651,98243,640,489615,5034975,51.25,51.33
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,25,5,0.00137,0.00684,97603,668,486345,4545360,46.57,46.65
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,30,5,0.00253,0.01255,96935,1217,481632,4059015,41.87,41.95
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,35,5,0.00309,0.01532,95718,1466,474925,3577382,37.37,37.46
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,40,5,0.00488,0.02413,94252,2274,465575,3102457,32.92,33
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,45,5,0.00672,0.03304,91978,3039,452292,2636882,28.67,28.75
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,50,5,0.01017,0.04958,88939,4410,433670,2184590,24.56,24.65
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,55,5,0.01472,0.07101,84529,6002,407640,1750920,20.71,20.8
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,60,5,0.02181,0.1034,78527,8120,372335,1343280,17.11,17.19
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,65,5,0.03067,0.14241,70407,10027,326968,970945,13.79,13.89
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,70,5,0.0483,0.21547,60380,13010,269375,643977,10.67,10.78
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,75,5,0.07697,0.32274,47370,15288,198630,374602,7.91,8.05
MYS,20,0,0,0,1,1496.02,2016,2016,4,1,80,99,0.18231,1,32082,32082,175972,175972,5.49,5.7
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,0,1,0.00641,0.00637,100000,637,99407,7564218,75.64,75.95
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,1,4,0.00033,0.00132,99363,131,397126,7464811,75.13,75.43
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,5,5,0.00018,9e-04,99232,89,495938,7067685,71.22,71.53
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,10,5,0.00031,0.00154,99143,153,495332,6571747,66.29,66.59
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,15,5,0.00035,0.00175,98990,173,494518,6076415,61.38,61.69
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,20,5,0.00051,0.00253,98817,250,493460,5581897,56.49,56.79
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,25,5,0.00061,0.00305,98567,301,492082,5088437,51.62,51.93
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,30,5,0.00108,0.00538,98266,529,490008,4596355,46.77,47.08
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,35,5,0.00159,0.00791,97737,773,486752,4106347,42.01,42.32
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,40,5,0.00192,0.00954,96964,925,482508,3619595,37.33,37.64
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,45,5,0.00347,0.0172,96039,1652,476065,3137087,32.66,32.98
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,50,5,0.00556,0.02741,94387,2587,465468,2661022,28.19,28.51
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,55,5,0.0088,0.04305,91800,3952,449120,2195555,23.92,24.24
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,60,5,0.01259,0.06104,87848,5362,425835,1746435,19.88,20.22
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,65,5,0.02019,0.09608,82486,7925,392618,1320600,16.01,16.38
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,70,5,0.03023,0.14053,74561,10478,346610,927982,12.45,12.85
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,75,5,0.05475,0.24078,64083,15430,281840,581372,9.07,9.55
MYS,20,0,0,0,1,1496.02,2016,2016,4,2,80,99,0.16243,1,48653,48653,299532,299532,6.16,6.8
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,0,1,0.00624,0.0062,100000,620,99423,7034514,70.35,70.44
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,1,4,0.00038,0.00151,99380,150,397165,6935092,69.78,69.88
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,5,5,0.00026,0.00129,99230,128,495830,6537927,65.89,65.98
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,10,5,0.00033,0.00163,99102,162,495105,6042097,60.97,61.06
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,15,5,0.00136,0.00678,98940,671,493022,5546992,56.06,56.16
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,20,5,0.00124,0.0062,98269,609,489822,5053969,51.43,51.52
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,25,5,0.00131,0.00653,97660,638,486705,4564147,46.74,46.83
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,30,5,0.00246,0.01221,97022,1185,482148,4077442,42.03,42.12
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,35,5,0.00295,0.01464,95837,1403,475678,3595294,37.51,37.61
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,40,5,0.00477,0.02357,94434,2226,466605,3119617,33.03,33.13
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,45,5,0.00661,0.03252,92208,2999,453542,2653012,28.77,28.87
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,50,5,0.01017,0.0496,89209,4425,434982,2199469,24.66,24.76
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,55,5,0.01464,0.07064,84784,5989,408948,1764487,20.81,20.92
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,60,5,0.02193,0.10394,78795,8190,373500,1355539,17.2,17.32
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,65,5,0.03058,0.14204,70605,10029,327952,982039,13.91,14.04
MYS,20,0,0,0,1,1946.16,2017,2017,4,1,70,5,0.04433,0.19953,60576,12087,272662,654087,10.8,10.95
